year,rank,title,artist,lyrics_raw,lyrics_url
2002,96,Bulletproof,Nate Smith,,
2002,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
2002,98,The Painter,Cody Johnson,,
2002,99,Down Bad,Taylor Swift,,
2002,100,Dance The Night,Dua Lipa,,
2003,1,Lose Control,Teddy Swims,,
2003,2,A Bar Song (Tipsy),Shaboozey,,
2003,3,Beautiful Things,Benson Boone,,
2003,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
2003,5,Lovin On Me,Jack Harlow,,
2003,6,Not Like Us,Kendrick Lamar,,
2003,7,Espresso,Sabrina Carpenter,,
2003,8,Million Dollar Baby,Tommy Richman,,
2003,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
2003,10,Too Sweet,Hozier,,
2003,11,Stick Season,Noah Kahan,,
2003,12,Cruel Summer,Taylor Swift,,
2003,13,Greedy,Tate McRae,,
2003,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
2003,15,Birds Of A Feather,Billie Eilish,,
2003,16,Please Please Please,Sabrina Carpenter,,
2003,17,Agora Hills,Doja Cat,,
2003,18,"Good Luck, Babe!",Chappell Roan,,
2003,19,Saturn,SZA,,
2003,20,Snooze,SZA,,
2003,21,Paint The Town Red,Doja Cat,,
2003,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
2003,23,Fast Car,Luke Combs,,
2003,24,Water,Tyla,,
2003,25,Feather,Sabrina Carpenter,,
2003,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
2003,27,Austin,Dasha,,
2003,28,Last Night,Morgan Wallen,,
2003,29,Cowgirls,Morgan WallenFeaturingERNEST,,
2003,30,Pink Skies,Zach Bryan,,
2003,31,Thinkin' Bout Me,Morgan Wallen,,
2003,32,Texas Hold 'Em,Beyonce,,
2003,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
2003,34,Miles On It,Marshmello &Kane Brown,,
2003,35,I Can Do It With A Broken Heart,Taylor Swift,,
2003,36,Wild Ones,jessie murph&Jelly Roll,,
2003,37,Ain't No Love In Oklahoma,Luke Combs,,
2003,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
2003,39,Houdini,Eminem,,
2003,40,Wanna Be,Glorilla&Megan Thee Stallion,,
2003,41,Slow It Down,Benson Boone,,
2003,42,Redrum,21 Savage,,
2003,43,Houdini,Dua Lipa,,
2003,44,Yeah Glo!,Glorilla,,
2003,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
2003,46,What Was I Made For?,Billie Eilish,,
2003,47,End Of Beginning,Djo,,
2003,48,Lunch,Billie Eilish,,
2003,49,Never Lose Me,Flo Milli,,
2003,50,Lies Lies Lies,Morgan Wallen,,
2003,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
2003,52,Gata Only,FloyyMenor X Cris Mj,,
2003,53,Hot To Go!,Chappell Roan,,
2003,54,All I Want For Christmas Is You,Mariah Carey,,
2003,55,Get It Sexyy,Sexyy Red,,
2003,56,Made For Me,muni long,,
2003,57,Vampire,Olivia Rodrigo,,
2003,58,Whatever She Wants,Bryson Tiller,,
2003,59,Rockin' Around The Christmas Tree,Brenda Lee,,
2003,60,Pretty Little Poison,Warren Zeiders,,
2003,61,First Person Shooter,DrakeFeaturingJ. Cole,,
2003,62,Die With A Smile,Lady Gaga&Bruno Mars,,
2003,63,I Like The Way You Kiss Me,Artemas,,
2003,64,Need A Favor,Jelly Roll,,
2003,65,Save Me,Jelly RollWithLainey Wilson,,
2003,66,Euphoria,Kendrick Lamar,,
2003,67,Truck Bed,HARDY,,
2003,68,Jingle Bell Rock,Bobby Helms,,
2003,69,Flowers,Miley Cyrus,,
2003,70,Where The Wild Things Are,Luke Combs,,
2003,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
2003,72,La Diabla,Xavi,,
2003,73,Stargazing,Myles Smith,,
2003,74,Last Christmas,Wham!,,
2003,75,I Am Not Okay,Jelly Roll,,
2003,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
2003,77,White Horse,Chris Stapleton,,
2003,78,Lil Boo Thang,Paul Russell,,
2003,79,Good Good,"Usher,Summer Walker&21 Savage",,
2003,80,Act II: Date @ 8,4batz FeaturingDrake,,
2003,81,High Road,Koe Wetzel&jessie murph,,
2003,82,Monaco,Bad Bunny,,
2003,83,IDGAF,DrakeFeaturing Yeat,,
2003,84,Burn It Down,Parker McCollum,,
2003,85,Fukumean,Gunna,,
2003,86,Taste,Sabrina Carpenter,,
2003,87,Where It Ends,Bailey Zimmerman,,
2003,88,FTCU,Nicki Minaj,,
2003,89,Wildflower,Billie Eilish,,
2003,90,World On Fire,Nate Smith,,
2003,91,On My Mama,Victoria Monet,,
2003,92,"Yes, And?",Ariana Grande,,
2003,93,Exes,Tate McRae,,
2003,94,A Holly Jolly Christmas,Burl Ives,,
2003,95,Wind Up Missin' You,Tucker Wetmore,,
2003,96,Bulletproof,Nate Smith,,
2003,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
2003,98,The Painter,Cody Johnson,,
2003,99,Down Bad,Taylor Swift,,
2003,100,Dance The Night,Dua Lipa,,
2004,1,Lose Control,Teddy Swims,,
2004,2,A Bar Song (Tipsy),Shaboozey,,
2004,3,Beautiful Things,Benson Boone,,
2004,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
2004,5,Lovin On Me,Jack Harlow,,
2004,6,Not Like Us,Kendrick Lamar,,
2004,7,Espresso,Sabrina Carpenter,,
2004,8,Million Dollar Baby,Tommy Richman,,
2004,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
2004,10,Too Sweet,Hozier,,
2004,11,Stick Season,Noah Kahan,,
2004,12,Cruel Summer,Taylor Swift,,
2004,13,Greedy,Tate McRae,,
2004,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
2004,15,Birds Of A Feather,Billie Eilish,,
2004,16,Please Please Please,Sabrina Carpenter,,
2004,17,Agora Hills,Doja Cat,,
2004,18,"Good Luck, Babe!",Chappell Roan,,
2004,19,Saturn,SZA,,
2004,20,Snooze,SZA,,
2004,21,Paint The Town Red,Doja Cat,,
2004,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
2004,23,Fast Car,Luke Combs,,
2004,24,Water,Tyla,,
2004,25,Feather,Sabrina Carpenter,,
2004,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
2004,27,Austin,Dasha,,
2004,28,Last Night,Morgan Wallen,,
2004,29,Cowgirls,Morgan WallenFeaturingERNEST,,
2004,30,Pink Skies,Zach Bryan,,
2004,31,Thinkin' Bout Me,Morgan Wallen,,
2004,32,Texas Hold 'Em,Beyonce,,
2004,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
2004,34,Miles On It,Marshmello &Kane Brown,,
2004,35,I Can Do It With A Broken Heart,Taylor Swift,,
2004,36,Wild Ones,jessie murph&Jelly Roll,,
2004,37,Ain't No Love In Oklahoma,Luke Combs,,
2004,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
2004,39,Houdini,Eminem,,
2004,40,Wanna Be,Glorilla&Megan Thee Stallion,,
2004,41,Slow It Down,Benson Boone,,
2004,42,Redrum,21 Savage,,
2004,43,Houdini,Dua Lipa,,
2004,44,Yeah Glo!,Glorilla,,
2004,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
2004,46,What Was I Made For?,Billie Eilish,,
2004,47,End Of Beginning,Djo,,
2004,48,Lunch,Billie Eilish,,
2004,49,Never Lose Me,Flo Milli,,
2004,50,Lies Lies Lies,Morgan Wallen,,
2004,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
2004,52,Gata Only,FloyyMenor X Cris Mj,,
2004,53,Hot To Go!,Chappell Roan,,
2004,54,All I Want For Christmas Is You,Mariah Carey,,
2004,55,Get It Sexyy,Sexyy Red,,
2004,56,Made For Me,muni long,,
2004,57,Vampire,Olivia Rodrigo,,
2004,58,Whatever She Wants,Bryson Tiller,,
2004,59,Rockin' Around The Christmas Tree,Brenda Lee,,
2004,60,Pretty Little Poison,Warren Zeiders,,
2004,61,First Person Shooter,DrakeFeaturingJ. Cole,,
2004,62,Die With A Smile,Lady Gaga&Bruno Mars,,
2004,63,I Like The Way You Kiss Me,Artemas,,
2004,64,Need A Favor,Jelly Roll,,
2004,65,Save Me,Jelly RollWithLainey Wilson,,
2004,66,Euphoria,Kendrick Lamar,,
2004,67,Truck Bed,HARDY,,
2004,68,Jingle Bell Rock,Bobby Helms,,
2004,69,Flowers,Miley Cyrus,,
2004,70,Where The Wild Things Are,Luke Combs,,
2004,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
2004,72,La Diabla,Xavi,,
2004,73,Stargazing,Myles Smith,,
2004,74,Last Christmas,Wham!,,
2004,75,I Am Not Okay,Jelly Roll,,
2004,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
2004,77,White Horse,Chris Stapleton,,
2004,78,Lil Boo Thang,Paul Russell,,
2004,79,Good Good,"Usher,Summer Walker&21 Savage",,
2004,80,Act II: Date @ 8,4batz FeaturingDrake,,
2004,81,High Road,Koe Wetzel&jessie murph,,
2004,82,Monaco,Bad Bunny,,
2004,83,IDGAF,DrakeFeaturing Yeat,,
2004,84,Burn It Down,Parker McCollum,,
2004,85,Fukumean,Gunna,,
2004,86,Taste,Sabrina Carpenter,,
2004,87,Where It Ends,Bailey Zimmerman,,
2004,88,FTCU,Nicki Minaj,,
2004,89,Wildflower,Billie Eilish,,
2004,90,World On Fire,Nate Smith,,
2004,91,On My Mama,Victoria Monet,,
2004,92,"Yes, And?",Ariana Grande,,
2004,93,Exes,Tate McRae,,
2004,94,A Holly Jolly Christmas,Burl Ives,,
2004,95,Wind Up Missin' You,Tucker Wetmore,,
2004,96,Bulletproof,Nate Smith,,
2004,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
2004,98,The Painter,Cody Johnson,,
2004,99,Down Bad,Taylor Swift,,
2004,100,Dance The Night,Dua Lipa,,
2005,1,Lose Control,Teddy Swims,,
2005,2,A Bar Song (Tipsy),Shaboozey,,
2005,3,Beautiful Things,Benson Boone,,
2005,4,I Had Some Help,Post MaloneFeaturingMorgan Wallen,,
2005,5,Lovin On Me,Jack Harlow,,
2005,6,Not Like Us,Kendrick Lamar,,
2005,7,Espresso,Sabrina Carpenter,,
2005,8,Million Dollar Baby,Tommy Richman,,
2005,9,I Remember Everything,Zach BryanFeaturingKacey Musgraves,,
2005,10,Too Sweet,Hozier,,
2005,11,Stick Season,Noah Kahan,,
2005,12,Cruel Summer,Taylor Swift,,
2005,13,Greedy,Tate McRae,,
2005,14,Like That,"Future,Metro Boomin&Kendrick Lamar",,
2005,15,Birds Of A Feather,Billie Eilish,,
2005,16,Please Please Please,Sabrina Carpenter,,
2005,17,Agora Hills,Doja Cat,,
2005,18,"Good Luck, Babe!",Chappell Roan,,
2005,19,Saturn,SZA,,
2005,20,Snooze,SZA,,
2005,21,Paint The Town Red,Doja Cat,,
2005,22,Fortnight,Taylor SwiftFeaturingPost Malone,,
2005,23,Fast Car,Luke Combs,,
2005,24,Water,Tyla,,
2005,25,Feather,Sabrina Carpenter,,
2005,26,We Can't Be Friends (Wait For Your Love),Ariana Grande,,
2005,27,Austin,Dasha,,
2005,28,Last Night,Morgan Wallen,,
2005,29,Cowgirls,Morgan WallenFeaturingERNEST,,
2005,30,Pink Skies,Zach Bryan,,
2005,31,Thinkin' Bout Me,Morgan Wallen,,
2005,32,Texas Hold 'Em,Beyonce,,
2005,33,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,,
2005,34,Miles On It,Marshmello &Kane Brown,,
2005,35,I Can Do It With A Broken Heart,Taylor Swift,,
2005,36,Wild Ones,jessie murph&Jelly Roll,,
2005,37,Ain't No Love In Oklahoma,Luke Combs,,
2005,38,Carnival,¥$: Ye &Ty Dolla $ignFeaturingRich The Kid&Playboi Carti,,
2005,39,Houdini,Eminem,,
2005,40,Wanna Be,Glorilla&Megan Thee Stallion,,
2005,41,Slow It Down,Benson Boone,,
2005,42,Redrum,21 Savage,,
2005,43,Houdini,Dua Lipa,,
2005,44,Yeah Glo!,Glorilla,,
2005,45,Rich Baby Daddy,DrakeFeaturingSexyy Red&SZA,,
2005,46,What Was I Made For?,Billie Eilish,,
2005,47,End Of Beginning,Djo,,
2005,48,Lunch,Billie Eilish,,
2005,49,Never Lose Me,Flo Milli,,
2005,50,Lies Lies Lies,Morgan Wallen,,
2005,51,Type Shit,"Future,Metro Boomin,Travis Scott&Playboi Carti",,
2005,52,Gata Only,FloyyMenor X Cris Mj,,
2005,53,Hot To Go!,Chappell Roan,,
2005,54,All I Want For Christmas Is You,Mariah Carey,,
2005,55,Get It Sexyy,Sexyy Red,,
2005,56,Made For Me,muni long,,
2005,57,Vampire,Olivia Rodrigo,,
2005,58,Whatever She Wants,Bryson Tiller,,
2005,59,Rockin' Around The Christmas Tree,Brenda Lee,,
2005,60,Pretty Little Poison,Warren Zeiders,,
2005,61,First Person Shooter,DrakeFeaturingJ. Cole,,
2005,62,Die With A Smile,Lady Gaga&Bruno Mars,,
2005,63,I Like The Way You Kiss Me,Artemas,,
2005,64,Need A Favor,Jelly Roll,,
2005,65,Save Me,Jelly RollWithLainey Wilson,,
2005,66,Euphoria,Kendrick Lamar,,
2005,67,Truck Bed,HARDY,,
2005,68,Jingle Bell Rock,Bobby Helms,,
2005,69,Flowers,Miley Cyrus,,
2005,70,Where The Wild Things Are,Luke Combs,,
2005,71,Everybody,Nicki MinajFeaturingLil Uzi Vert,,
2005,72,La Diabla,Xavi,,
2005,73,Stargazing,Myles Smith,,
2005,74,Last Christmas,Wham!,,
2005,75,I Am Not Okay,Jelly Roll,,
2005,76,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,,
2005,77,White Horse,Chris Stapleton,,
2005,78,Lil Boo Thang,Paul Russell,,
2005,79,Good Good,"Usher,Summer Walker&21 Savage",,
2005,80,Act II: Date @ 8,4batz FeaturingDrake,,
2005,81,High Road,Koe Wetzel&jessie murph,,
2005,82,Monaco,Bad Bunny,,
2005,83,IDGAF,DrakeFeaturing Yeat,,
2005,84,Burn It Down,Parker McCollum,,
2005,85,Fukumean,Gunna,,
2005,86,Taste,Sabrina Carpenter,,
2005,87,Where It Ends,Bailey Zimmerman,,
2005,88,FTCU,Nicki Minaj,,
2005,89,Wildflower,Billie Eilish,,
2005,90,World On Fire,Nate Smith,,
2005,91,On My Mama,Victoria Monet,,
2005,92,"Yes, And?",Ariana Grande,,
2005,93,Exes,Tate McRae,,
2005,94,A Holly Jolly Christmas,Burl Ives,,
2005,95,Wind Up Missin' You,Tucker Wetmore,,
2005,96,Bulletproof,Nate Smith,,
2005,97,FE!N,Travis ScottFeaturingPlayboi Carti,,
2005,98,The Painter,Cody Johnson,,
2005,99,Down Bad,Taylor Swift,,
2005,100,Dance The Night,Dua Lipa,,
2006,1,Bad Day,Daniel Powter,,
2006,2,Temperature,Sean Paul,,
2006,3,Promiscuous,Nelly FurtadoFeaturingTimbaland,,
2006,4,You're Beautiful,James Blunt,,
2006,5,Hips Don't Lie,ShakiraFeaturingWyclef Jean,,
2006,6,Unwritten,Natasha Bedingfield,,
2006,7,Crazy,Gnarls Barkley,,
2006,8,Ridin',ChamillionaireFeaturing Krayzie Bone,,
2006,9,SexyBack,Justin Timberlake,,
2006,10,Check On It,Beyonce FeaturingSlim Thug,,
2006,11,Be Without You,Mary J. Blige,,
2006,12,Grillz,"NellyFeaturing Paul Wall,Ali& Gipp",,
2006,13,Over My Head (Cable Car),The Fray,,
2006,14,Me & U,Cassie,,
2006,15,Buttons,The Pussycat DollsFeaturingSnoop Dogg,,
2006,16,Run It!,Chris Brown,,
2006,17,So Sick,Ne-Yo,,
2006,18,It's Goin' Down,Yung Joc,,
2006,19,SOS,Rihanna,,
2006,20,I Write Sins Not Tragedies,Panic! At The Disco,,
2006,21,Move Along,The All-American Rejects,,
2006,22,London Bridge,Fergie,,
2006,23,Dani California,Red Hot Chili Peppers,,
2006,24,Snap Yo Fingers,Lil JonFeaturingE-40& Sean Paul Of The YoungBloodZ,,
2006,25,"Lean Wit It, Rock Wit It",Dem Franchize Boyz FeaturingLil Peanut& Charlay,,
2006,26,What Hurts The Most,Rascal Flatts,,
2006,27,How To Save A Life,The Fray,,
2006,28,Unfaithful,Rihanna,,
2006,29,Chasing Cars,Snow Patrol,,
2006,30,Lips Of An Angel,Hinder,,
2006,31,Everytime We Touch,Cascada,,
2006,32,Ain't No Other Man,Christina Aguilera,,
2006,33,"Dance, Dance",Fall Out Boy,,
2006,34,Gold Digger,Kanye WestFeaturing Jamie Foxx,,
2006,35,Money Maker,LudacrisFeaturing Pharrell,,
2006,36,Ms. New Booty,Bubba SparxxxFeaturing Ying Yang Twins & Mr. ColliPark,,
2006,37,(When You Gonna) Give It Up To Me,Sean PaulFeaturingKeyshia Cole,,
2006,38,Photograph,Nickelback,,
2006,39,Because Of You,Kelly Clarkson,,
2006,40,Stickwitu,The Pussycat Dolls,,
2006,41,I'm N Luv (Wit A Stripper),T-PainFeaturing Mike Jones,,
2006,42,My Humps,The Black Eyed Peas,,
2006,43,Where'd You Go,Fort MinorFeaturingHolly Brook,,
2006,44,Yo (Excuse Me Miss),Chris Brown,,
2006,45,Walk Away,Kelly Clarkson,,
2006,46,Laffy Taffy,D4L,,
2006,47,What You Know,T.I.,,
2006,48,Dirty Little Secret,The All-American Rejects,,
2006,49,Savin' Me,Nickelback,,
2006,50,Don't Forget About Us,Mariah Carey,,
2006,51,Sexy Love,Ne-Yo,,
2006,52,U And Dat,E-40FeaturingT-Pain& Kandi Girl,,
2006,53,Far Away,Nickelback,,
2006,54,What's Left Of Me,Nick Lachey,,
2006,55,So What,Field Mob FeaturingCiara,,
2006,56,Do It To It,CherishFeaturing Sean Paul Of The YoungBloodZ,,
2006,57,Black Horse & The Cherry Tree,KT Tunstall,,
2006,58,There It Go! (The Whistle Song),Juelz Santana,,
2006,59,Shoulder Lean,Young DroFeaturing T.I.,,
2006,60,Unpredictable,Jamie Foxx FeaturingLudacris,,
2006,61,My Love,Justin TimberlakeFeaturing T.I.,,
2006,62,Shake That,EminemFeaturingNate Dogg,,
2006,63,Pullin' Me Back,ChingyFeaturingTyrese,,
2006,64,Bossy,KelisFeaturingToo $hort,,
2006,65,Chain Hang Low,Jibbs,,
2006,66,Smack That,AkonFeaturingEminem,,
2006,67,One Wish,Ray J,,
2006,68,"Sugar, We're Goin' Down",Fall Out Boy,,
2006,69,Gimme That,Chris BrownFeaturingLil Wayne,,
2006,70,I Know You See It,Yung JocFeaturing Brandy 'Ms. B.' Hambrick,,
2006,71,Who Says You Can't Go Home,Bon Jovi,,
2006,72,Too Little Too Late,JoJo,,
2006,73,Touch It,Busta Rhymes,,
2006,74,Rompe,Daddy Yankee,,
2006,75,Deja Vu,Beyonce Featuring Jay Z,,
2006,76,Life Is A Highway,Rascal Flatts,,
2006,77,Call Me When You're Sober,Evanescence,,
2006,78,"Jesus, Take The Wheel",Carrie Underwood,,
2006,79,Show Stopper,Danity Kane,,
2006,80,Get Up,CiaraFeaturingChamillionaire,,
2006,81,We Be Burnin',Sean Paul,,
2006,82,Hate Me,Blue October,,
2006,83,You And Me,Lifehouse,,
2006,84,Beep,The Pussycat DollsFeaturingwill.i.am,,
2006,85,I Think They Like Me,"Dem Franchize Boyz FeaturingJermaine Dupri,Da Brat&Bow Wow",,
2006,86,Say Goodbye,Chris Brown,,
2006,87,Waiting On The World To Change,John Mayer,,
2006,88,Soul Survivor,YoungJeezyFeaturingAkon,,
2006,89,Pump It,The Black Eyed Peas,,
2006,90,When I'm Gone,Eminem,,
2006,91,Hung Up,Madonna,,
2006,92,Stay Fly,Three 6 MafiaFeaturingYoung Buck& Eightball & MJG,,
2006,93,Love,Keyshia Cole,,
2006,94,When You're Mad,Ne-Yo,,
2006,95,Why You Wanna,T.I.,,
2006,96,Stupid Girls,P!nk,,
2006,97,Feel Good Inc,Gorillaz,,
2006,98,I'm Sprung,T-Pain,,
2006,99,Do I Make You Proud,Taylor Hicks,,
2006,100,For You I Will (Confidence),Teddy Geiger,,
2007,1,Irreplaceable,Beyonce,,
2007,2,Umbrella,RihannaFeaturingJay-Z,,
2007,3,The Sweet Escape,Gwen StefaniFeaturingAkon,,
2007,4,Big Girls Don't Cry,Fergie,,
2007,5,Buy U A Drank (Shawty Snappin'),T-PainFeaturingYung Joc,,
2007,6,Before He Cheats,Carrie Underwood,,
2007,7,Hey There Delilah,Plain White T's,,
2007,8,I Wanna Love You,AkonFeaturingSnoop Dogg,,
2007,9,Say It Right,Nelly Furtado,,
2007,10,Glamorous,FergieFeaturingLudacris,,
2007,11,Don't Matter,Akon,,
2007,12,Girlfriend,Avril Lavigne,,
2007,13,Makes Me Wonder,Maroon 5,,
2007,14,Party Like A Rockstar,Shop Boyz,,
2007,15,Smack That,AkonFeaturingEminem,,
2007,16,This Is Why I'm Hot,Mims,,
2007,17,It's Not Over,Daughtry,,
2007,18,The Way I Are,TimbalandFeaturing Keri Hilson,,
2007,19,Fergalicious,Fergie,,
2007,20,Crank That (Soulja Boy),Soulja BoyTell'em,,
2007,21,Give It To Me,TimbalandFeaturingNelly Furtado&Justin Timberlake,,
2007,22,What Goes Around...Comes Around,Justin Timberlake,,
2007,23,Cupid's Chokehold/Breakfast In America,Gym Class HeroesFeaturingPatrick Stump,,
2007,24,How To Save A Life,The Fray,,
2007,25,Home,Daughtry,,
2007,26,My Love,Justin TimberlakeFeaturing T.I.,,
2007,27,Stronger,Kanye West,,
2007,28,We Fly High,Jim Jones,,
2007,29,U + Ur Hand,P!nk,,
2007,30,Walk It Out,Unk,,
2007,31,Beautiful Girls,Sean Kingston,,
2007,32,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,,
2007,33,Bartender,T-PainFeaturingAkon,,
2007,34,"Pop, Lock & Drop It",Huey,,
2007,35,Runaway Love,LudacrisFeaturingMary J. Blige,,
2007,36,Rockstar,Nickelback,,
2007,37,Thnks Fr Th Mmrs,Fall Out Boy,,
2007,38,What I've Done,Linkin Park,,
2007,39,Summer Love,Justin Timberlake,,
2007,40,You,Lloyd FeaturingLil Wayne,,
2007,41,Wait For You,Elliott Yamin,,
2007,42,Last Night,DiddyFeaturingKeyshia Cole,,
2007,43,Make It Rain,Fat JoeFeaturingLil Wayne,,
2007,44,Make Me Better,FabolousFeaturingNe-Yo,,
2007,45,Ice Box,Omarion,,
2007,46,Lips Of An Angel,Hinder,,
2007,47,Waiting On The World To Change,John Mayer,,
2007,48,Lost Without U,Robin Thicke,,
2007,49,I'm A Flirt,R. KellyOrBow Wow(Featuring T.I. &T-Pain),,
2007,50,If Everyone Cared,Nickelback,,
2007,51,Get It Shawty,Lloyd,,
2007,52,Face Down,The Red Jumpsuit Apparatus,,
2007,53,The Way I Live,Baby Boy da PrinceFeaturing Lil Boosie,,
2007,54,Shortie Like Mine,Bow WowFeaturingChris Brown& Johnta Austin,,
2007,55,It Ends Tonight,The All-American Rejects,,
2007,56,A Bay Bay,Hurricane Chris,,
2007,57,Because Of You,Ne-Yo,,
2007,58,I Tried,Bone Thugs-N-HarmonyFeaturingAkon,,
2007,59,Welcome To The Black Parade,My Chemical Romance,,
2007,60,Shawty,Plies FeaturingT-Pain,,
2007,61,Chasing Cars,Snow Patrol,,
2007,62,Beautiful Liar,Beyonce &Shakira,,
2007,63,SexyBack,Justin Timberlake,,
2007,64,Keep Holding On,Avril Lavigne,,
2007,65,Let It Go,Keyshia ColeFeaturingMissy Elliott& Lil Kim,,
2007,66,Apologize,TimbalandFeaturingOneRepublic,,
2007,67,Bubbly,Colbie Caillat,,
2007,68,Like A Boy,Ciara,,
2007,69,Who Knew,P!nk,,
2007,70,Never Again,Kelly Clarkson,,
2007,71,Promise,Ciara,,
2007,72,Bed,J. Holiday,,
2007,73,Throw Some D's,Rich Boy FeaturingPolow Da Don,,
2007,74,Rehab,Amy Winehouse,,
2007,75,Big Things Poppin' (Do It),T.I.,,
2007,76,No One,Alicia Keys,,
2007,77,The Great Escape,Boys Like Girls,,
2007,78,2 Step,Unk,,
2007,79,Walk Away (Remember Me),Paula DeAndaFeaturing The DEY,,
2007,80,Go Getta,YoungJeezyFeaturingR. Kelly,,
2007,81,Here (In Your Arms),Hellogoodbye,,
2007,82,On The Hotline,Pretty Ricky,,
2007,83,Wind It Up,Gwen Stefani,,
2007,84,Cyclone,Baby Bash FeaturingT-Pain,,
2007,85,Break It Off,Rihanna&Sean Paul,,
2007,86,First Time,Lifehouse,,
2007,87,Ayo Technology,50 CentFeaturingJustin Timberlake&Timbaland,,
2007,88,Outta My System,Bow WowFeaturingT-Pain& Johnta Austin,,
2007,89,Teardrops On My Guitar,Taylor Swift,,
2007,90,Shut Up And Drive,Rihanna,,
2007,91,Snow ((Hey Oh)),Red Hot Chili Peppers,,
2007,92,Money Maker,LudacrisFeaturing Pharrell,,
2007,93,Kiss Kiss,Chris BrownFeaturingT-Pain,,
2007,94,Far Away,Nickelback,,
2007,95,Rock Yo Hips,Crime Mob FeaturingLil Scrappy,,
2007,96,LoveStoned,Justin Timberlake,,
2007,97,Better Than Me,Hinder,,
2007,98,Paralyzer,Finger Eleven,,
2007,99,That's That,Snoop DoggFeaturingR. Kelly,,
2007,100,Same Girl,R. KellyDuet WithUsher,,
2008,1,Low,Flo RidaFeaturingT-Pain,,
2008,2,Bleeding Love,Leona Lewis,,
2008,3,No One,Alicia Keys,,
2008,4,Lollipop,Lil WayneFeaturingStatic Major,,
2008,5,Apologize,TimbalandFeaturingOneRepublic,,
2008,6,No Air,Jordin SparksDuet WithChris Brown,,
2008,7,Love Song,Sara Bareilles,,
2008,8,Love In This Club,UsherFeaturing YoungJeezy,,
2008,9,With You,Chris Brown,,
2008,10,Forever,Chris Brown,,
2008,11,Sexy Can I,Ray J&Yung Berg,,
2008,12,Take A Bow,Rihanna,,
2008,13,Viva La Vida,Coldplay,,
2008,14,I Kissed A Girl,Katy Perry,,
2008,15,Whatever You Like,T.I.,,
2008,16,Disturbia,Rihanna,,
2008,17,Don't Stop The Music,Rihanna,,
2008,18,Pocketful Of Sunshine,Natasha Bedingfield,,
2008,19,Kiss Kiss,Chris BrownFeaturingT-Pain,,
2008,20,Closer,Ne-Yo,,
2008,21,Bubbly,Colbie Caillat,,
2008,22,Touch My Body,Mariah Carey,,
2008,23,4 Minutes,MadonnaFeaturingJustin Timberlake& Timbaland,,
2008,24,So What,P!nk,,
2008,25,Paralyzer,Finger Eleven,,
2008,26,Clumsy,Fergie,,
2008,27,I'm Yours,Jason Mraz,,
2008,28,Leavin',Jesse McCartney,,
2008,29,Dangerous,Kardinal OffishallFeaturingAkon,,
2008,30,Tattoo,Jordin Sparks,,
2008,31,See You Again,Miley Cyrus,,
2008,32,Shake It,Metro Station,,
2008,33,Stop And Stare,OneRepublic,,
2008,34,Take You There,Sean Kingston,,
2008,35,Paper Planes,M.I.A.,,
2008,36,Hot N Cold,Katy Perry,,
2008,37,Live Your Life,T.I. FeaturingRihanna,,
2008,38,Bust It Baby Part 2,Plies FeaturingNe-Yo,,
2008,39,American Boy,EstelleFeaturingKanye West,,
2008,40,Got Money,Lil WayneFeaturingT-Pain,,
2008,41,Our Song,Taylor Swift,,
2008,42,Damaged,Danity Kane,,
2008,43,A Milli,Lil Wayne,,
2008,44,Sorry,Buckcherry,,
2008,45,Independent,Webbie Featuring Lil' Phat &Lil' Boosie,,
2008,46,Can't Believe It,T-PainFeaturingLil Wayne,,
2008,47,Like You'll Never See Me Again,Alicia Keys,,
2008,48,Teardrops On My Guitar,Taylor Swift,,
